,title,url,image,description
13,Tesla points to “insider wrongdoing” as cause of massive employee data leak,https://biztoc.com/x/f03bb824fa27de59,https://c.biztoc.com/p/f03bb824fa27de59/og.webp,"Tesla has determined that two of its former workers are responsible for a massive data leak that includes personally identifiable information on over 75,000 employees, TechCrunch reports. According to a filing with the state of Maine’s attorney general office…"
14,Tesla reveals May data breach was an inside job,https://www.investing.com/news/stock-market-news/tesla-reveals-may-data-breach-was-an-inside-job-432SI-3158398,https://i-invdn-com.investing.com/news/LYNXNPED920A7_L.jpg,Tesla reveals May data breach was an inside job
15,Går det att bygga en fossildriven PC?,https://feber.se/pc/gar-det-att-bygga-en-fossildriven-pc/454795/,https://i.ytimg.com/vi/qJ-ouwubvbU/hqdefault.jpg,"Med en mini V8-motor










I YouTube-videon försöker Nick Zetta bygga en bensindriven gaming-PC med hjälp av en mini V8-motor. Det blev inte helt oväntat ett ganska komplicerat bygge, som bland annat inkluderar en gaspedal och nycklar för tändningen.

10:…"
16,"Looking for a new car under $20,000? Good luck.",https://www.woodtv.com/business/ap-business/ap-looking-for-a-new-car-under-20000-good-luck-your-choice-has-dwindled-to-just-one-vehicle/,https://www.woodtv.com/wp-content/uploads/sites/51/2023/08/64e359401357a3.75496979.jpeg?w=1280,"Just five years ago, a price-conscious auto shopper in the United States could choose from among a dozen new small cars selling for under $20,000. Now, there’s just one: The Mitsubishi Mirage. And even the Mirage appears headed for the scrap yard."
17,"Why would Elon Musk lash out at James Woods, of all people?",https://biztoc.com/x/c95edf80e5ebb09a,https://c.biztoc.com/p/c95edf80e5ebb09a/s.webp,"Even though James Woods was one of Elon Musk’s biggest celebrity supporters when the Tesla CEO took over the social media site formerly known as Twitter, Musk showed that he wasn’t so inclined to reciprocate the actor’s good will and gracefully accept his cri…"
18,Produktionsstart vom neuen VW ID.7: Wie deutsche Autogiganten um die Spitzenposition in der E-Mobilität kämpfen,https://www.wiwo.de/unternehmen/auto/produktionsstart-vom-neuen-vw-id-7-wie-deutsche-autogiganten-um-die-spitzenposition-in-der-e-mobilitaet-kaempfen/29344396.html,https://www.wiwo.de/images/produktionsstart-des-neuen-volkswagen-id-7/29344400/3-format11240.jpg,"Lange Zeit verwöhnt von Erfolg, stehen deutsche Autohersteller angesichts der Elektromobilität vor Herausforderungen, um im globalen Wettbewerb nicht zurückzufallen. Zusätzlich verliert der Markt aktuell an Dynamik."
19,Produktionsstart des neuen VW ID.7: Wie deutsche Autogiganten um die Spitzenposition in der E-Mobilität kämpfen,https://www.wiwo.de/unternehmen/auto/produktionsstart-des-neuen-vw-id-7-wie-deutsche-autogiganten-um-die-spitzenposition-in-der-e-mobilitaet-kaempfen/29344396.html,https://www.wiwo.de/images/produktionsstart-des-neuen-volkswagen-id-7/29344400/3-format11240.jpg,"Lange Zeit verwöhnt von Erfolg, stehen deutsche Autohersteller angesichts der Elektromobilität vor Herausforderungen, um im globalen Wettbewerb nicht zurückzufallen. Zusätzlich verliert der Markt aktuell an Dynamik."
20,"After Nvidia's last 'shock-and awe' earnings, here's what Wall Street expects from the 2nd-quarter report",https://markets.businessinsider.com/news/stocks/nvidia-earnings-preview-q2-wall-street-nvda-stock-artificial-intelligence-2023-8,https://i.insider.com/5f3ebe8a42f43f001ddfe196?width=1200&format=jpeg,"""Our backend Asia checks show Nvidia backend can support up to $15 billion in H100/A100 revenue in Q3 and more in Q4,"" Barclays said."
21,"US Stocks Mixed, Treasury Yields Soar To More Than A Decade High: What's Driving Markets Monday? - NVIDIA (NASDAQ:NVDA), Real Estate Select Sector SPDR Fund…",https://biztoc.com/x/1666a5b98d658920,https://c.biztoc.com/p/1666a5b98d658920/s.webp,"On Monday, U.S. stocks made a cautious attempt at bouncing back, following three consecutive weeks of losses. However, the upward momentum seems uncertain, and the recent increases in Treasury yields are posing challenges for the market bulls. The 10-year Tre…"
22,Viel Konkurrenz bei E-Mobilität: Klammern am Verbrenner rächt sich für deutsche Autobauer,https://www.n-tv.de/wirtschaft/Klammern-am-Verbrenner-raecht-sich-fuer-deutsche-Autobauer-article24340868.html,https://bilder4.n-tv.de/img/incoming/crop24340887/7991328727-cImg_16_9-w1200/422139322.jpg,"Hohe Preise, geringe Reichweite, weniger Förderung: Deutsche scheuen sich davor, E-Autos zu kaufen. Auch Hersteller hierzulande hielten am Verbrennermotor fest. Nun sehen sie zu, wie Konkurrenten aus China und den USA den Weltmarkt erobern. VW will mit einer …"
23,"Leak of 75k staff records was insiders' fault, Tesla claims",https://biztoc.com/x/a0fd000d09ce9e02,https://c.biztoc.com/p/a0fd000d09ce9e02/s.webp,"Insiders are to blame for a May data breach at Tesla, the company claimed in filings after news of the incident was reported months ago by German media. The incident, Tesla disclosed in a data breach notification with the state of Maine and accompanying lette…"
24,"Leak of 75k employee records was insiders' fault, claims Tesla",https://www.theregister.com/2023/08/21/breach_of_75k_employee_records/,https://regmedia.co.uk/2023/08/21/teslaguy.jpg,"Identity Access Management? What's that?
Insiders are to blame for a May data breach at Tesla, the company claimed in filings after news of the incident was reported months ago by German media.…"
25,"Midday movers: Palo Alto Networks, Tesla, Nvidia and more",https://www.investing.com/news/stock-market-news/palo-alto-tesla-nvidia-rise-premarket-napco-nikola-fall-3158110,https://i-invdn-com.investing.com/news/PaloAltoNetworks_800x533_L_1653801171.jpg,"Midday movers: Palo Alto Networks, Tesla, Nvidia and more"
26,Ryssland vill ha bort engelskan från landet,https://feber.se/samhalle/ryssland-vill-ha-bort-engelskan-fran-landet/454823/,https://static.feber.se/article_images/56/84/07/568407.jpg,"Funderar på att förbjuda engelskaundervisning






Ekot rapporterar att Ryssland vill rensa bort utländska språk från landet, framför allt då engelskan. Bland ett av förslagen för att få bort engelskan från Ryssland finns att språket ska försvinna på skyltar…"
27,Monday links: following a recipe,https://biztoc.com/x/a2ccfbd6ed4622df,https://c.biztoc.com/228/og.png,Asset allocation Asset allocation is not a science. (obliviousinvestor.com) Diversification reduces the risk of adverse outcomes. (barrons.com) Strategy Everyone and everything ends up underperforming at some point. (awealthofcommonsense.com) Brett Steenbarge…
28,"Tesla reveals insider data breach affected 75,000+ current and former employees",https://siliconangle.com/2023/08/21/tesla-reveals-insider-data-breach-affected-75000-current-former-employees/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2023/08/Tesla.png,"Tesla Inc. has disclosed that a breach of its network compromised more than 75,000 current and former employees’ information.  The automaker detailed the incident in a regulatory filing that was picked up by Bloomberg late Sunday. The filing, which was submit…"
29,What You Missed This Week in EVs and Clean Energy,https://thefly.com/permalinks/entry.php/id3768729/TSLA;GM;F;RIVN;NVDA;LCID;CHPT;EVGO;BLNK;WBX;VFS;ENPH;NOVA-What-You-Missed-This-Week-in-EVs-and-Clean-Energy,https://image.thefly.com/catalog/202012/img_969.jpg,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…"
30,"Meta's Threads Prepares To Counter Elon Musk's X, Tesla Data Breach Affects Over 75K People, Medical Properties Trust's Prospect Medical Deal On Hold: Today's Top Stories",https://finance.yahoo.com/news/metas-threads-prepares-counter-elon-171718103.html,https://media.zenfs.com/en/Benzinga/a8fbe8d90f4469afe5063e664fa0a0d5,Wall Street Journal Mark Vs. Elon: Meta's Threads Prepares To Counter Musk's X With Web Version Meta Platforms Inc (NASDAQ: META) is gearing up to launch a...
31,So viel kostet das Elektroauto-Laden an öffentlichen Ladestationen,https://www.autobild.de/artikel/e-auto-laden-stromkosten-bei-ionity-enbw-tesla-allego-und-charge-now-19438557.html,https://i.auto-bild.de/ir_img/2/7/9/5/7/3/5/c7e857a1873ae144.jpg?impolicy=og_images,"Elektroauto-Ladestrom: Die Kosten fürs Laden an öffentlichen Ladesäulen bestimmt der Ladedienstanbieter. Schnellladen bei Ionity und Tesla wird erneut günstiger. Das kostet Laden bei EnBW, Allego & Co – mit und ohne Vertrag!"
32,"Tesla owners, expand your charging network with this adapter, now under $100",https://www.autoblog.com/2023/08/21/tesla-owners-expand-your-charging-network-with-this-adapter-now-under-100/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/08/21110529/download-34.jpg,"Filed under:
 Commerce
 Continue reading Tesla owners, expand your charging network with this adapter, now under $100
Tesla owners, expand your charging network with this adapter, now under $100 originally appeared on Autoblog on Mon, 21 Aug 2023 13:15:00 EDT…"
33,Dozens of Tesla Cybertrucks Leaving Giga Texas As First Employee Deliveries Are Near,https://www.nextbigfuture.com/2023/08/dozens-of-tesla-cybertrucks-leaving-giga-texas-as-first-employee-deliveries-are-near.html,https://nextbigfuture.s3.amazonaws.com/uploads/2023/08/Screen-Shot-2023-08-21-at-10.04.36-AM-1024x630.jpg,There are many pictures and videos of multiple Tesla Cybertrucks on multiple Semi trailers. Autoevolution reports that many Tesla employees believe that Tesla will soon start employee deliveries of the Cybertruck. The buzz among Tesla staff is that Tesla will…
34,Tesla ha aggiunto il supporto all’app “Comandi Rapidi”: adesso è possibile controllare l’auto con Siri e tanto altro,https://www.ispazio.net/2053595/tesla-controllo-auto-iphone-siri,https://www.ispazio.net/wp-content/uploads/2023/08/tesla-app-comandi-rapidi-siri.jpg,"Tesla ha aggiunto il supporto all’app “Comandi Rapidi”: adesso è possibile controllare l’auto con Siri e tanto altro

L’applicazione ufficiale di Tesla per iOS è stata appena aggiornata, guadagnando una funzione davvero molto interessante che migliora ulterio…"
35,Ο Elon Musk παραδέχεται ότι το Twitter μπορεί να αποτύχει,https://gr.pcmag.com/social-media-1/44571/o-elon-musk-paradekhetai-oti-to-twitter-mporei-na-apotukhei,https://sm.pcmag.com/t/pcmag_gr/news/e/elon-musk-/elon-musk-concedes-twitter-might-fail_5275.1200.jpg,"Δεν υπάρχουν μεγάλα ""κοινωνικά δίκτυα"" αυτή τη στιγμή, γράφει ο Musk στο Twitter, καθώς το Twitter συνεχίζει να αντιμετωπίζει σφάλματα και τις επιπτώσεις από αμφιλεγόμενες αλλαγές."
36,Brutte notizie per Tesla Cybertruck: Elon Musk rimuove una caratteristica chiave,https://www.autoblog.it/post/brutte-notizie-per-tesla-cybertruck-elon-musk-rimuove-una-caratteristica-chiave,https://www.autoblog.it/app/uploads/2023/08/tesla-cybertruck-2.jpg,Tesla Cybertruck rinuncerà ad una delle novità più interessanti che erano state mostrate in uno dei primi prototipi del pickup
37,"La repentina caída del Bitcoin es un aviso: quedan muchos frentes abiertos antes del esperado ""halving'",https://www.xataka.com/criptomonedas/repentina-caida-bitcoin-aviso-quedan-muchos-frentes-abiertos-antes-esperado-halving,https://i.blogs.es/289c1d/bitcoin-caida/840_560.jpeg,"Los últimos meses habían sido un oasis de calma para el Bitcoin, pero esta semana la volatilidad ha vuelto a hacer acto de presencia por todo lo alto. Con una caída de más del 11%, el Bitcoin ha vivido su peor semana desde el colapso de FTX en noviembre del a…"
38,Tyskland vill ha bort Huawei från sina 5G-nät,https://feber.se/samhalle/tyskland-vill-ha-bort-huawei-fran-sina-5g-nat/454830/,https://static.feber.se/article_images/56/84/10/568410.jpg,"Det blir nog en dyr historia






Tysklands inrikesminister, Nancy Faeser, har i en intervju med Handelsblatt meddelat att landets nätverksoperatörer kommer att behöva ta bort teknik från företag som Huawei och ZTE, som anses vara säkerhetshot. Faeser anklag…"
39,Автомобиль как гаджет // Александр Леви — о рейтинге China Tech Experience Index,https://www.kommersant.ru/doc/6172496,https://iv.kommersant.ru/SocialPics/6172496_49_2422004_1929432214,"Обозреватель “Ъ FM” Александр Леви рассказывает, как исследователи оценивают передовые интеллектуальные технологии на самом крупном в мире авторынке."
40,Tesla points to ‘insider wrongdoing’ as cause of massive employee data leak,https://www.theverge.com/2023/8/21/23839940/tesla-data-leak-inside-job-handelsblatt,https://cdn.vox-cdn.com/thumbor/4CUig2HkGRs-RYrXLTlpXV4TBFA=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/23986646/acastro_STK086_01.jpg,"Tesla has determined that two former employees are allegedly responsible for leaking 100GB of company data that contains social security numbers and other information on more than 75,000 employees."
41,"Stocks making the biggest moves midday: Palo Alto Networks, Nvidia, Tesla, Marvell and more",https://biztoc.com/x/6a2ad9ee15815eb1,https://c.biztoc.com/p/6a2ad9ee15815eb1/og.webp,"An exterior view of the Nvidia headquarters in Santa Clara, California, May 30, 2023. Check out the companies making headlines in midday trading. Palo Alto Networks — The security software provider jumped 15.2% after Palo Alto beat expectations for earnings w…"
42,Le constructeur chinois BYD veut impressionner les visiteurs du salon de Munich,https://www.caradisiac.com/le-constructeur-chinois-byd-veut-impressionner-les-visiteurs-du-salon-de-munich-203909.htm,https://images.caradisiac.com/images/3/9/0/9/203909/S1-le-constructeur-chinois-byd-veut-impressionner-les-visiteurs-du-salon-de-munich-766390.jpg,"En plus de son SUV Seal U qui compte bien devenir une star du marché européen, le constructeur chinois BYD présentera aussi le premier modèle de sa nouvelle marque de « luxe » Denza au salon de Munich 2023."
43,Hat napos esés után tépni kezdték a Teslát,https://www.portfolio.hu/uzlet/20230821/hat-napos-eses-utan-tepni-kezdtek-a-teslat-634711,https://pcdn.hu/articles/images-lg/e/n/n/ennyi-volt-nem-tamogatjak-tovabb-a-teslak-vasarlasat-a-nemetek-281355.jpg,"Jelentős emelkedésben van a Tesla árfolyama a mai kereskedésben, megszakítva egy hat napja tartó esős sorozatot. Az emelkedés elsősorban annak tudható be, hogy a Baird Equity Research brókercég felvette a részvényt a ""legjobb ötleteit"" tartalmazó listájára."
44,10 Minuten laden für 400 km - Super-Akku kommt - jetzt droht aktuellen Elektroautos das Restwert-Desaster,https://www.focus.de/auto/news/10-minuten-laden-fuer-400-km-super-akku-kommt-sollte-man-nun-mit-dem-kauf-von-elektro-autos-warten_id_202152688.html,https://p6.focus.de/img/fotos/id_181945724/c401.jpg?im=Crop%3D%280%2C408%2C3265%2C1632%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=86ed5d2770ccf94a4749df46c6f205fd713f5bca0f4f5b621202792ebb3a433e,"Der neue Hightech-Akku von CATL aus China setzt nicht nur die Verbrenner unter Druck, sondern auch die Elektroautos: Wenn die Batterie hält, was sie verspricht, sollte man mit dem Kauf eines neuen Autos bis zur Markteinführung warten.Von FOCUS-online-Redakteu…"
45,"Only one new car in the U.S. now sells for under $20,000",https://www.cbsnews.com/news/mitsubishi-mirage-cheapest-new-car-2023-below-20000/,https://assets2.cbsnewsstatic.com/hub/i/r/2023/08/21/37ba0b88-ba8a-47c0-ad24-694672d0f5c4/thumbnail/1200x630/15506e2cfa6a43ac6182dd22a27f04f9/gettyimages-911862812.jpg?v=0b4ae642db52799a178d90d83603a9dc,Strong consumer demand for SUVs and trucks has left few options for price-conscious vehicle buyers.
46,Porsche exploring assembly of Cayenne SUV in India amid growing domestic demand,https://economictimes.indiatimes.com/industry/auto/auto-news/porsche-exploring-assembly-of-cayenne-suv-in-india-amid-growing-domestic-demand/articleshow/102916361.cms,"https://economictimes.indiatimes.com/thumb/msid-102916480,width-1070,height-580,imgsize-15710,overlay-economictimes/photo.jpg","Porsche is considering starting local assembly of its Cayenne SUV in India to take advantage of tax benefits and meet growing demand in the country. Sales of Porsche vehicles in India grew 64% in 2022, with the Cayenne accounting for nearly half of the sales.…"
47,Apparent Tesla Cybertrucks spotted leaving New Zealand winter testing facility,https://biztoc.com/x/db7f83e2c224da78,https://c.biztoc.com/p/db7f83e2c224da78/og.webp,"For the last few weeks, posts from electric vehicle enthusiasts in New Zealand suggested that Tesla was busy winter testing its most highly anticipated EV to date, the Cybertruck. Some of these tests now appear to be over, as two all-electric pickup trucks we…"
48,Caviar släpper blingiga Barbiecore-telefoner,https://feber.se/mobil/caviar-slapper-blingiga-barbiecore-telefoner/454829/,https://static.feber.se/article_images/56/84/08/568408.jpg,"Och en Apple Watch






Caviar, som är kända för sina telefoner prydda med guld och diamanter, släpper nu kollektionen ""Barbiecore"", för att kapitalisera på trenden skapad av den nya Barbie-filmen. Kollektionen inkluderar Samsung Galaxy Z Flip 5, Apple iPhon…"
49,Bolsas de NY perdem força com avanço dos rendimentos dos Treasuries,https://valor.globo.com/financas/noticia/2023/08/21/bolsas-de-ny-perdem-forca-com-avanco-dos-rendimentos-dos-treasuries.ghtml,https://s2-valor.glbimg.com/2gfE4TWvcP6Te2jgBKSsEX8fFDc=/1200x/smart/filters:cover():strip_icc()/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/V/p/7ssyrKRuA1oj2604AiXQ/wall-street-nyse-bolsas-de-nova-york-tumisu-pixabay.jpg,"Agentes negociam tendo como foco o simpósio de Jackson Hole, que começa nesta quinta-feira, e pode trazer pistas sobre os próximos passos dos principais bancos centrais do mundo"
50,Install the Schumacher Level 2 EV Wall Charger inside or out for $499 ($150 off),https://9to5toys.com/2023/08/21/install-the-schumacher-level-2-ev-wall-charger-inside-or-out-for-499-150-off/,https://i0.wp.com/9to5toys.com/wp-content/uploads/sites/5/2023/08/Schumacher-EV-wall-charger.jpg?resize=1200%2C628&ssl=1,"Amazon is offering the Schumacher SEV1600P1450 Level 2 Electric Vehicle (EV) Wall Charger with NEMA 14-50 plug for $499 shipped, with clipping of the on-page $150 off coupon for a 23% discount off its usual price. This device employs 240V level 2 charging wit…"
51,Tesla Confirms 2 Employees Handed Over Sensitive Docs to Newspaper,https://me.pcmag.com/en/cars-auto/18888/tesla-confirms-2-employees-handed-over-sensitive-docs-to-newspaper,https://sm.pcmag.com/t/pcmag_me/news/t/tesla-conf/tesla-confirms-2-employees-handed-over-sensitive-docs-to-new_3dta.1200.jpg,"Two employees gave a German newspaper access to documents that included data on 75,000+ employees, which the paper used for an exposé on Tesla's business pratices.
Following an investigation into a data breach that affected more than 75,000 employees back in …"
52,Tesla Confirms 2 Employees Handed Over Sensitive Docs to Newspaper,https://uk.pcmag.com/cars-auto/148295/tesla-confirms-2-employees-handed-over-sensitive-docs-to-newspaper,https://sm.pcmag.com/t/pcmag_uk/news/t/tesla-conf/tesla-confirms-2-employees-handed-over-sensitive-docs-to-new_6umr.1200.jpg,"Two employees gave a German newspaper access to documents that included data on 75,000+ employees, which the paper used for an exposé on Tesla's business pratices.
Following an investigation into a data breach that affected more than 75,000 employees back in …"
53,5分鐘看台股/2023/08/22早盤最前線,https://tw.stock.yahoo.com/video/5%E5%88%86%E9%90%98%E7%9C%8B%E5%8F%B0%E8%82%A1-2023-08-22%E6%97%A9%E7%9B%A4%E6%9C%80%E5%89%8D%E7%B7%9A-003033447.html,https://s.yimg.com/ny/api/res/1.2/auyf6QajoME4LlE.DUVmPg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/hd/cp-video-transcode/production/4f1efd7c-a797-3794-aae0-c8d0acb4b3f8/2023-08-22/00-30-33/21f474cf-dc32-5a9f-a6bb-d74374c26011/stream_1920x1080x0_v2_3_0.jpg,外銷訂單連11黑 AI助攻減幅收斂 台積電發重訊 否認三度下修財測 世芯重登股后 IP族群獲法人青睞 智邦昨寫新天價 網通股漲幅稱冠  TV面板報價強漲 雙虎後市有看頭 華邦電旺宏攻AI 望挹注出貨動能 比亞迪超車Tesla 元山.泰碩進補 保瑞獲36%股權 躍晨暉最大股東!
54,"Toyota cierra el semestre con 5,4 millones de ventas",https://www.abc.es/motor/economia/toyota-cierra-semestre-millones-ventas-20230821183000-nt.html,https://s3.abcstatics.com/abc/www/multimedia/motor/2023/08/21/2022-prius-plug-in-hybrid-3-1-1670333933-U06220632674sva-1024x512@abc.jpg,"Que Toyota sea el mayor grupo automovilístico por volumen de ventas no es una sorpresa . Ya cerró los dos pasados ejercicios en el primer lugar de la clasificación y ahora, que ya se ha superado el ecuador de 2023, todo apunta a que será un resultado que se r…"
55,Notícias do dia,https://abertoatedemadrugada.com/2023/08/noticias-do-dia_21.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg0ms5bzVOKSIJMoZYqaQNckQwwPYZAgxnZXaTzXpDYgzZFTKZU1Uz8yziQ6indXX6BFHIWzf-mfscWK6s8WeRy9rC4Bpeewq4Yekc1eeA3KZtDk7Nw0Ri_G0aU1uetmcL0_3lc04M6_rdouZBKJD1TH9h4uhj5ZtExoJDmab-tbQ777nnWgOfgSjWmBtMM/w1200-h630-p-k-no-nu/aiart.jpg,Arte AI sem direitos de autor; Samsung apresenta primeiro jogo HDR10+ Gaming; LEGO VIP passa a LEGO Insiders; Xbox ganha wrap Starfield
56,Autoindustrie - Deutsche Autobauer kämpfen um die Oberhand bei E-Mobilität,https://www.focus.de/finanzen/news/autoindustrie-deutsche-autobauer-kaempfen-um-die-oberhand-bei-e-mobilitaet_id_202449464.html,https://p6.focus.de/img/finanzen/news/id_202449463/mit-dem-neuen-id.7-ergaenzt-volkswagen-seine-elektrische-flotte-mit-einem-passat-format..jpg?im=Crop%3D%280%2C170%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=1886af85511555bc5fecf1da0180478fb00f0352330f9d7983daa93a699ac4f2,"Deutsche Autohersteller waren lange erfolgsverwöhnt. Doch beim Thema E-Mobilität müssen sie ranklotzen, um nicht von der Konkurrenz abgehängt zu werden. Obendrauf verliert der Markt gerade an Schwung."
57,Hur kan ett företag äga färg?,https://feber.se/video/hur-kan-ett-foretag-aga-farg/454828/,https://i.ytimg.com/vi/jiiV9TciUfE/hqdefault.jpg,"Det är nästan det Pantone gör










I videon ovan snackas det lite om företaget Pantone som tidigt etablerade sig som en dominerande aktör inom färgindustrin genom sitt Pantone Matching System (PMS) och standardiserade färger. Genom att tillhandahålla fär…"
