link_text,main_image_src,description_text
Education Today,,"Meet Divya Sikarwar, who bagged AIR 1 in the UPPSC exam 2022 and plans to work towards uplifting rural women and girls. Here's a peek into her inspiring journey.
 Here are seven easy books every child should read. Karnataka Chief Minister Siddaramaiah stressed that universities should focus on developing rational and scientific thinking amongst students, instead of nurturing religious and caste-based biases. IIT Madras researchers develop an electro-hydrodynamics-based method for effective cooling of electronic devices CAT 2023 will host its examination in about 155 cities, allowing candidates the choice to select six preferred cities for their test venue. As Chandrayaan-3's moon landing nears, UGC has encouraged higher education institutions to organise live streaming sessions, fostering a sense of unity, curiosity, and admiration for Indian science and technology.
 Here are seven reasons why you should take additional courses to improve your job prospects.  Here's a comprehensive list of highly recommended UPSC Prelims and Mains preparation books, covering History, Geography, Civics, Environmental Science, and more. Here are some tips and experience shared by Aditi Mediratta, a renowned writer, if you want to kick-start your career as a scriptwriter or story writer. The researchers at IIT Mandi have established a cost-effective laboratory setup for erosion studies under simulated rainfall conditions. The topics of discussion during the Internet of Things and Applications Workshop (IoTA 2023) were Industrial IoT, IoT in Healthcare, Smart Homes and Intelligent Transportation Systems. The exhibition-cum-sale event will not only help bring out students' talents but also provide them with a platform to sell their paintings and crafts. Karnataka Chief Minister Siddaramaiah has directed officials to take steps for the distribution of laptops to students from the Scheduled Caste and Scheduled Tribe communities studying in state universities. The previous BJP government in Karnataka had introduced the new NEP in Karnataka but with the Congress government taking over, it decided to do away with the policy. The US State Department has developed a one-year professional master's programme aligned with India's NEP, opening doors for Indian students to pursue specialised degrees, foster collaboration, and shape the future of education.
 An IIT Madras professor explains the power of the cross-disciplinary confluence of arts and sciences in fuelling innovation, creative synthesis and technological advancements. Here are three scholarship and fellowship programmes you can apply to by August-September 2023. AI promises inclusive education and prepares students for changing careers. However, regulating AI tools and ensuring fair ownership is crucial. As AI transforms education, a proactive approach will shape an exciting future for all stakeholders. Here's what an expert has to say on this. 
 In a recent move, the All India Council for Technical Education (AICTE) has partnered with Jio Institute to launch an innovative faculty development programme centered around Artificial Intelligence (AI) and Data Science. 
 Here are five high-paying jobs in the arts and entertainment industry you need to check out. The 25th Rajiv Gandhi National Sadbhavana Award was conferred to Banasthali Vidyapith in Rajasthan, a prestigious institute educating girls and women, for its tireless efforts in promoting peace, communal harmony, and national unity.
 The following are some essential habits students need to cultivate to succeed.  BPSC Bihar teacher exam centre details will be released today, August 21, 2023 on the official website. Applicants can check here for more updates and information. 
 The developed system releases Insulin in response to elevated blood glucose levels, offering a controlled approach to insulin-dependent diabetes treatment and potentially enhancing convenience and safety in diabetes management. Let's study the role of AI and ML in the future of education below. Here are some of the advantages of enrolling in the PG Diploma in Management programme. Here is the step-by-step guide to checking the SSC CGL and SSC MTS Results 2023.  Here's how applicants will able to download their CTET result 2023 from the DigiLocker. Check complete guide here. 
 BHU PG admissions 2023:The deadline for completing this correction process is set for August 21, 2023, at 11:59 pm. SSC CHSL Tier 1 answer key 2023 has been released on the official website. Applciants can check how to download. ETS is the world's largest non-profit educational assessment, research, and measurement organisation, and the owner of assessments such as TOEFL and GRE.  Schools will remain closed in Dimapur, Chumoukedima and Nuiland till August 26. The 17th edition of the CTET took place across 3,121 examination centres situated in 136 cities throughout India on August 20. Maharashtra state board students stand as the highest cohort of NEET-UG applicants in the last five years, while Uttar Pradesh boasted the highest number of qualifying candidates, reveals the National Testing Agency (NTA). IIT Madras is inviting applications for a two-year fellowship in artificial intelligence and data science at the Robert Bosch Centre, with a stipend of Rs 40,000 per month. The DMK party staged a state-wide hunger strike against NEET in Tamil Nadu in the wake of 20 students who died by suicide.  Rahul Gawariya, son of bangle sellers from a small village in Rajasthan, cleared the competitive five-level examination in his first attempt to become the CRPF chief inspector.
 Let's understand the working patterns and the future of workplaces with Gen Zers in action.
"
,,Thanks For Reading! Find out More..
Ready to captain Australia as long as the team needs me: Marsh ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/mitchell-marsh-070142-16x9_0.jpg?VersionId=DRkGaJplKO.f4dx41naY.UfYcykWCXWo&size=690:388,"Listen to Story Mitchell Marsh expressed delight over the positive turn of events for him in 2023, highlighting his return to Test cricket, marriage and then elevation to captain in T20I cricket. The all-rounder, who has been one of the consistent performers for Australia in the recent past, said he is willing to lead the side and manage things as long as the team needs him.   of Australia's T20I team on August 7, 2023. This decision marked a significant milestone in Marsh's career, as he was chosen to lead the national side for their tour of South Africa. Although Marsh was not named as full-time captain following Aaron Finch's retirement, it is likely that Marsh will be given the responsibility to lead the team in the shortest format until the T20 World Cup next year.  In addition to leading the T20I side, Marsh may also be called upon to captain the ODI team for their series in South Africa, scheduled between September 7 and 17, 2023. This potential responsibility comes in light of an injury to Pat Cummins, who fractured his wrist during the fifth Ashes Test. Cummins' injury requires a six-week rehabilitation period, making his participation in the South Africa series uncertain. Marsh's leadership experience, both at the domestic level and in the Big Bash League, coupled with his all-around capabilities, make him a strong candidate for these roles. He has previously led Perth Scorchers and Western Australia, demonstrating his ability to handle pressure in crucial moments of the game.  As Australia prepare for their tour of South Africa, all eyes will be on Mitchell Marsh. His performance in this series could potentially cement his position as a future leader for Australian cricket. ""It's certainly been a crazy year. Throw in getting married, it's been a good one,"" Marsh said.  ""We’ll get through South Africa and see how we go. I’m available to captain for as long as the team needs me. We’ll see where it all ends."" Cummins, who will lead Australia at the ODI World Cup, is likely to join the team in South Africa but will be available for action only during the 3-match ODI series in Indai later in September.  Marsh said he would probably not ""try to reinvent the wheel"" while captaining Australia for three one-dayers and five T20s in South Africa. ""I think the most important thing I’ve learnt about leadership is staying true to yourself,"" he said. ""Hopefully I’m a good captain. If not, I won’t be in the job for very long. That’s okay I’m just looking forward to the opportunity."""
Shubman Gill wins multiple honours in 25th CEAT Cricket Rating Awards,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/shubman-gill-223052-16x9.jpeg?VersionId=tLvG13UAKP1U7K94eUDHoOM.8cZxATtO&size=690:388,"Listen to Story CEAT Limited, India's leading tyre manufacturer, celebrated the success and glory of the crème-da-la-crème from the international and domestic arena, across formats, with the CEAT Cricket Rating (CCR) awards 2023 in Mumbai today. CCR has become a global platform that unites the cricketing fraternity and honours some of the finest and most decorated accomplishments on the field, both men and women, based on their performances as rated by the CEAT Cricket Rating for the year June 2022-May 2023. The CCR, a pioneering comprehensive rating, has firmly established itself as the gold standard for evaluating cricketing achievements on both the global and domestic fronts.  Mr. Harsh Goenka, Chairman, RPG Group, said, “CEAT Cricket Rating Award today celebrates its 25th edition of supporting Cricket and, we extend our heartfelt salute to cricketers across the globe. Their extraordinary talent and relentless dedication are truly commendable. Through CEAT's Cricket Rating, we wholeheartedly honour those who've captivated us across a spectrum of formats – from enduring Tests to exhilarating ODIs and captivating T20 matches. Cricket is a game that unites people from all walks of life, and it is our hope that the awards will continue to bring people together and promote the game around the world. We also extend our heartfelt wishes to Team India for success in the upcoming World Cup."" Echoing his sentiments, India cricket legend Mr. Sunil Gavaskar, Chief Adjudicator of the CEAT Cricket Ratings, said, “The CEAT Cricket Rating has been a torchbearer to recognize and promote impeccable talent in this great sport. The award winners this year are global role models of sport and it should hopefully inspire future generations of great talent to take up the mantle ahead.” Expressing her delight on being felicitated for her contribution, Team India woman batter Shafali Verma said, “CEAT has provided a significant platform for women's cricket to shine. It's truly heartwarming to see our efforts being celebrated on such a grand stage. And I firmly believe that such initiatives will only provide motivation to young girls to take up the sport and empower themselves as individuals."" Legendary cricketer Matthew Hayden, highlighted the award's significance, ""Having seen the association of CEAT with cricket, I've witnessed the true impact it has had on the cricketing community. CEAT Cricket Rating Awards don't just celebrate individual achievements; they bridge borders, cultures, and bring cricketers from around the world together. It's a unique and invaluable effort towards fostering global cricket camaraderie."" The event recognized the remarkable performances by women cricketers with Deepti Sharma, winning the 'CEAT Women’s International Cricketer of the Year' and Shafali Verma being felicitated for U-19 Women's World Cup Winning Captain. Paying tribute to domestic prowess, the CEAT Domestic Cricketer of the Year was handed to Jalaj Saxena. Suryakumar Yadav claimed the title of the CEAT Best T20 batsman, while Bhuvneshwar Kumar secured the Best T20 Bowler of the Year Award. The evening also acknowledges the distinguished performances of legends Madan Lal and Karsan Ghavri, who received the 'CCR International Lifetime Achievement Award'. The 25th edition of the Ceat Cricket Rating Awards was a scintillating event, packed with entertaining performances and insightful panel discussions with cricketers. This longstanding award has become the benchmark of excellence that defines the game of cricket; attracting viewers, super fans, Bollywood stars and cricketers to discuss the love for the sport on this platform. Inspired by the Ceat Cricket Rating Awards, the team of the Bollywood movie Ghoomer joined the CEAT team on stage to present the award for the Best Coach to Brendon McCullum. The ‘CEAT Men’s International Cricketer of the Year’ award was awarded to Shubman Gill, for his exceptional displays on the cricket pitch. On being bestowed with the award, he said, “I’m honored to be selected as the recipient of the coveted CEAT Men’s International Cricketer of the Year. As a cricketer, it's always about pushing boundaries, facing challenges head-on, and constantly improving to reach new heights. This recognition reinforces the parallel between our commitment to excellence and would encourage me to strive harder."" CEAT Lifetime Achievement Winner: Madan Lal 
CEAT Lifetime Achievement Winner: Karsan Ghavri 
CEAT Men’s International Cricketer of the Year: Shubman Gill 
CEAT Women’s International Cricketer of the Year: Deepti Sharma 
CEAT International Batter of the Year: Shubman Gill 
CEAT ODI Batter of the Year: Shubman Gill 
CEAT ODI Bowler of the Year: Adam Zampa 
CEAT International Bowler of the Year: Tim Southee 
CEAT Test Batsman of the Year: Kane Williamson 
CEAT Test Bowler of the Year: Prabhat Jayasuriya 
CEAT T20 Batsman of the Year: SuryaKumar Yadav 
CEAT T20 Bowler of the Year: Bhuvneshwar Kumar 
CEAT Domestic Cricketer of the Year: Jalaj Saxena 
First Indian Bowler to take 300 T20 Wickets: Yuzvendra Chahal 
Felicitation of U-19 Women’s World Cup Winning Captain: Shafali Verma 
Best Coach: Brendon McCullum"
Angad Bedi reveals there are 4 left-handers in 'Ghoomer'. Can you guess?,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/angad-bedi--ghoomer-224828-16x9.jpg?VersionId=JbvHySY7K6bGjO6eeYXKTYzAisx_XMHr&size=690:388,"Listen to Story Angad Bedi is happy with the way 'Ghoomer' has been received by the audience. Directed by R Balki, the film released on August 18, 2023.  . For that matter, the film also has the presence of legendary actor Amitabh Bachchan and former Indian cricketer Bishan Singh Bedi. In an exclusive interview with IndiaToday.in, Angad Bedi spoke about his father's acting debut with 'Ghoomer'. ""Unfortunately, we are not sharing the same frame. But yes, I was very happy to see him. Balki sir even showed his playing days and the present day,"" said Angad. The actor further mentioned, ""It ('Ghoomer') has got the love of our fathers, Mr Bachchan and my dad. The film has its heart in the right place. When fathers are there to bless their sons, the film automatically goes into a different space. There are four left-handers in the film. Mr Bachchan, Abhishek, myself and my dad, are all left-handers. We are southpaws. There's Saiyami, who also becomes a left-arm spinner."" 'Ghoomer' follows the story of a cricketer who loses her hand in an accident and then trains and strives to be back in the Indian team. Saiyami Kher plays the role of a cricketer, while Abhishek Bachchan essays the role of her coach. The film also stars veteran actress Shabana Azmi."
Sports,,"India's Lakshya Sen eased past South Korea's Jeon Hyeok-jin in the second round of the competition. The No. 11 seed won in straight sets and finished the match in 36 minutes Chess World Cup 2023 Final Live: Indian Grand Master R Praggnandha takes on the legendary Magnus Carlsen in what promises to be a cracker of a final in Baku. The two players are meeting in the first classical game on Tuesday, August 22.  Former India fast bowler Venkatesh Prasad said he visited a popular temple in New Jersey along with Suniel Shetty and prayed for Indian cricket team's success at the ODI World Cup and KL Rahul's return to form following his return from injury setback.  India batter Shubman Gill won multiple laurels in the 25th edition of CEAT Cricket Ratings awards after a fantastic 2022/23 season.
 Mitchell Marsh will lead Australia in the T20I series in South Africa in August-September and is expected to chip in as ODI captain as well, given the injury concern to Pat Cummins. Australia play 3 T20Is and 5 ODIs in the Rainbow Nation.  Premier League: Arsenal manager Mikel Arteta has lauded the players in his bench for showing incredible passion in their 1-0 win against Crystal Palace.
 Former Australia batter Matthew Hayden has said that having Steve Smith by his side will be of great benefit to Pat Cummins during the ODI World Cup 2023. 
 Gautam Gambhir has issued a warning to Shreyas Iyer and KL Rahul that the duo will need to perform if they want to be a part of the main lineup of the ODI World Cup squad. The duo has been included in the Asia Cup 2023 squad.  Pakistan vs Afghanistan, 1st ODI: After a productive Lanka Premier League season, Pakistan captain Babar Azam was dismissed for a duck by Mujeeb Ur Rahman in the ODI series opener on Tuesday, August 22 in Hambantota.  England batter Joe Root has called Ben Stokes as the best player England has ever produced. Stokes recently made a U-turn on his ODI retirement to play the World Cup 2023. Bangladesh pacer Ebadot Hossain has been ruled out of the upcoming Asia Cup with an injury and has been replaced with an uncapped fast bowler. Former Australia batter Matthew Hayden has said that having Steve Smith by his side will be of great benefit to Pat Cummins during the ODI World Cup 2023. 
 Gautam Gambhir has issued a warning to Shreyas Iyer and KL Rahul that the duo will need to perform if they want to be a part of the main lineup of the ODI World Cup squad. The duo has been included in the Asia Cup 2023 squad.  Pakistan vs Afghanistan, 1st ODI: After a productive Lanka Premier League season, Pakistan captain Babar Azam was dismissed for a duck by Mujeeb Ur Rahman in the ODI series opener on Tuesday, August 22 in Hambantota.  England batter Joe Root has called Ben Stokes as the best player England has ever produced. Stokes recently made a U-turn on his ODI retirement to play the World Cup 2023. Bangladesh pacer Ebadot Hossain has been ruled out of the upcoming Asia Cup with an injury and has been replaced with an uncapped fast bowler. Former India cricketer Madan Lal has said that Indian team management should have picked R Ashwin and Yuzvendra Chahal in their Asia Cup 2023 squad. Young chess sensation R Praggnanandhaa received a heartwarming congratulatory message from cricket legend Sachin Tendulkar after reaching the final of the Chess World Cup on August 21. Praggnanandhaa will face World No.1 Magnus Carlsen in the summit clash. Gautam Gambhir criticized the notion of including three left-handers in India's World Cup team, emphasizing the importance of selecting players based on form.  Pakistan vs Afghanistan in Sri Lanka, 1st ODI Live Score and Updates from Hambantota: Both teams look to get their Asia Cup preparations off to a great start as they lock horns in the first match of the series in Sri Lanka. Indian chess prodigy R Praggnanandhaa aims to challenge world number one Magnus Carlsen in the final of the FIDE World Cup chess tournament. Praggnanandhaa is determined to give his all and see how the match unfolds against the five-time World Chess Cup champion. UAE pacer Junaid Siddique was slapped with a 25 percent fine on his match fees and two demerit points for a Code of Conduct breach during the 3rd T20I against New Zealand. Siddique had a war of words with Tim Seifert during the match. Star New Zealand pacer Tim Southee believes that the Asia Cup will be crucial for India's World Cup preparations. Tilak Varma's meteoric rise in international cricket continues as the young batter was selected for the Asia Cup 2023 by the Indian team management. Will the southpaw continue to impress in ODIs as well? Indian chess prodigy R Praggnanandhaa aims to challenge world number one Magnus Carlsen in the final of the FIDE World Cup chess tournament. Praggnanandhaa is determined to give his all and see how the match unfolds against the five-time World Chess Cup champion. UAE pacer Junaid Siddique was slapped with a 25 percent fine on his match fees and two demerit points for a Code of Conduct breach during the 3rd T20I against New Zealand. Siddique had a war of words with Tim Seifert during the match. Star New Zealand pacer Tim Southee believes that the Asia Cup will be crucial for India's World Cup preparations. Tilak Varma's meteoric rise in international cricket continues as the young batter was selected for the Asia Cup 2023 by the Indian team management. Will the southpaw continue to impress in ODIs as well?"
Chess World Cup 2023 Final Live: R Praggnandha vs Magnus Carlsen in Game 1 ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/indian-grandmaster-r-praggnanandhaa-221649-16x9_1.jpg?VersionId=Juk_cs51qFuU__jGUm06_FsTpPBHngmt&size=690:388,"Listen to Story Hello and welcome to our live coverage of the FIDE World Cup 2023 final.  In a thrilling showdown at the Chess FIDE World Cup 2023 final. The stage was set in Baku, Azerbaijan, where India's teenage grandmaster Rameshbabu Praggnanandhaa faced off against Norway's world number one, Magnus Carlsen.  The All-India Chess Federation (AICF) president Dr. Sanjay Kapoor wishes Praggnandha for the big final.  ""I had the privilege of speaking to Praggnanandhaa and conveyed to him the immense pride that the entire nation feels for his remarkable achievement. Our hearts are filled with hope and anticipation for his performance in the finals,"" Kapoor informed in a statement on Tuesday. During the conversation, Pragg, as he is fondly called, inquired whether the AICF president will be in Baku on Wednesday for his summit clash with Carlsen, Kapoor told him that he will enthusiastically stand by his side. ""Standing by his side, I will embody the aspirations of the entire nation as we collectively support him in his journey. Our unwavering belief in his abilities and the full weight of our support are behind him, propelling him forward with great confidence,"" said Kapoor. Both Pragg and Carlsen have traded their Queens and Bishop. In a contest where both players have taken ample time for their moves, the Queens came off in a rapid move exchanges.  Praggnanandhaa, an 18-year-old Indian prodigy, has been making waves in the chess world. He had previously defeated Carlsen, a five-time world champion, three times at the FTX Crypto Cup. This young Indian chess player has shown his potential to be a world-class chess player, having already defeated some of the world's best players, including World No. 2 Hikaru Nakamura and compatriot Arjun Erigaisi. His journey to the final at the FIDE World Cup has been nothing short of remarkable. After receiving a bye in the first round, he went on to defeat higher-seeded players, including Fabiano Caruana from the USA in the semi-finals, securing his place in the final. On the other hand, Magnus Carlsen, who is considered one of the greatest chess players of all time, also had an impressive journey to the final. After receiving a bye in the opening round, he defeated several formidable opponents, including Nijat Abasov from Azerbaijan in the semi-finals and D Gukesh in the quarter-finals. Despite stepping down from his decade-long title as world champion, Carlsen's performance in this tournament showed that he still possesses the skills and determination that made him a world champion. The two players have a history of intense matches. They have squared off 19 times across different tournaments. In classical chess, they have played one game against each other, which ended in a draw. However, in Rapid/Exhibition games, Carlsen holds a 7-5 win advantage with six games finishing in a draw. Praggnanandhaa's victories over Carlsen at the Airthings Masters and the Chessable Masters online rapid chess tournaments in 2022 were significant milestones in his career. 
 "
Badminton World Championships: Lakshya Sen beats Jeon Hyeok-jin to reach 3rd round,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/lakshya-sen-101333-16x9.jpg?VersionId=80POFwpNVAoMhuf2W7gw3XzY2XHaafyk&size=690:388,"Listen to Story India shuttler Lakshya Sen eased past Korea's Jeon Hyeok-jin in straight sets to reach the third round of the Badminton World Championships on Tuesday, 22 August. Sen dominated the proceedings in the second round match and defeated his opponent 21-11, 21-12 in a match that lasted only 36 minutes in Copenhagen. Just in: 
ð¸ Lakshya Sen storms into Pre-QF of World Championships. 
ð¸ Lakshya got the better of WR 51 Jeon Hyeok Jin 21-11, 21-12 in 2nd round. 
ð¸ The Korean shuttler had defeated Lakshya in Asian Team Championships last year!    
— India_AllSports (@India_AllSports)  Lakshya Sen breezed past in the first half of the opening game getting a lead of 11-6. Lakshya was dominant with his well hidden smashes and net play as the South Korean struggled with maintaining intensity. The points that Lakshya lost was due to his failure in judging the drift in the far side of the court, which saw a few of his shots swerving to the right side of the line. While Lakshya won the first game 21-11, Jeon Hyeok-jin showed good tenacity in the second half of the first game. The South Korean upped his intensity and was ruthless at the net, which resulted in long rallies and Lakshya trying to push the player deep into the court more often. The Indian shuttler broke more sweat in the second half of the first game but managed to eke out an easy win. The second game once again saw Lakshya taking an early lead with the Indian shuttler trusting the drift in the other side of the court. The No. 11 seed raced to a 6-2 lead and held the advantage going into the break in the second game.  Lakshya's incredible pace was on show with the Indian shuttler making a few eye catching recoveries despite being beaten by stunning variety of the Korean player. At the end, Lakshya completed his victory in 36 minutes in yet another dominating show in the ongoing BWF World Championships."
,,Thanks For Reading! Find out More..
,,Thanks For Reading! Find out More..
,,Thanks For Reading! Find out More..
Suriya to join hands with director Chandoo Mondeti for a fantasy film on Vedas,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/suriya-and-chandoo-mondeti-will-team-up-for-a-fantasy-film-on-vedas-225149-16x9.jpg?VersionId=fbtxa0Po0IQGjqhR.nWhTPnqVq9xYcIL&size=690:388,"Listen to Story Suriya seems to have a promising line up of films and is also in talks with many interesting talents from different industries. The latest update is that the actor will join hands with director Chandoo Mondeti for a fantasy film on Vedas. The filmmaker confirmed his association with Suriya in a recent interview. Though Suriya has his plate full, he has been in constant touch with the director regarding the film. Suriya is presently shooting for director Siruthai Siva's 'Kanguva'.   and received a lot of appreciation. In an interview with Deccan Chronicle, Chandoo Mondeti confirmed that he met with Suriya several times. He said, ""It is always great talking to Suriya sir since he is quite encouraging and friendly too. I was on cloud nine, when Suriya talked about my film ‘Karthikeya 2’ by vividly remembering various shots from the film. Every meeting with him has been quite enriching for me. I am planning a film about four Vedas - Rigveda, Yajurveda, Samaveda and Atharvaveda - with him and it would be a socio-fantasy kind of movie and we are both quite excited about it. Although he will be busy for another one and half to two years,  he calls me to check about the progress in the script, which is quite amazing.""  Suriya will be seen next in 'Kanguva', which will release in early 2024. After this film,   for the second time after 'Soorarai Pottru'. Tentatively titled 'Suriya 43', the film has music composed by GV Prakash.  After 'Suriya 43', he will commence the shooting of 'Vaadi Vaasal' with director Vetri Maaran. Meanwhile, in a recent event, he revealed that Lokesh Kanagaraj has narrated a standalone film based on Rolex in 'Vikram'."
Watch: Allu Arjun enjoys Europe's Tomorrowland festival in unseen video,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/allu-arjun-221737-16x9.jpg?VersionId=ER_JkeTYb7o_AOhspHTN4BdXotLI7GVO&size=690:388,"Listen to Story Allu Arjun who is known to impress fans with his stellar acting chops, recently attended one of the biggest international music festivals, Tomorrowland in Europe.  a video of the actor enjoying the festival has gone viral on social media.  Allu Arjun seemed to have a blast amid a huge crowd in Europe at the prestigious music festival. A few fans captured the actor and also clicked selfies present at the concert. The viral unseen video showed Allu Arjun grooving to the music and having a blast with his friends.  The 17th edition of the mega-festival took place in July over the weekends. It featured more than 750 artists performing across 16 stages. The event revolved around the captivating theme of Adscendo. Watch the video here:  The actor was earlier in Belgium, where he attended a Tomorrowland concert. Just as expected from the ‘Stylish Star’, he looked uber-cool and exuded his signature swag at the airport. He chose a black co-ord set which had the perfect combination of comfort and style. He accessorised it with sunglasses and a backpack and to add a touch of contrast to his black ensemble, he chose white flip-flops."
Prayed for KL Rahul to silence critics like me: Venkatesh Prasad ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/venkatesh-prasad--kl-rahul-224153-16x9.jpg?VersionId=3N9QpeVP1yQFs3JagfkndHkHug2W0Vxj&size=690:388,"Listen to Story Former India fast bowler Venkatesh Prasad is hoping, much like plenty of India cricket fans, that KL Rahul returns to peak form and deivers for India at the Asia Cup and the ODI World Cup. The star wicketkeeper-batter was named in the Asia Cup squad on Monday, August 21 after he returned from a long injury layoff along with Shreyas Iyer, Jasprit Bumrah and Prasidh Krishan.  Venkatesh Prasad took to Twitter to reveal that he visited a temple in New Jersey along with his good friend Suniel Shetty and prayed for India's success in the World Cup and KL Rahul's return to form.  ""Visited the Swami Narayan temple in New Jersey with Anna. Prayed for well being of all Bharatvasis & for the Indian Team to do well in the World Cup. Also secretely prayed for KL to smash it to all corners, have a great world cup and silence his critics like me. Sab khush rahein,"" Prasad said in a tweet.  Visited the Swami Narayan temple in New Jeresy with Anna. 
Prayed for well being of all Bharatvasis & for the Indian Team to do well in the World Cup. Also secretely prayed for KL to smash it to all corners, have a great world cup and silence his critics like me. 
Sab khush rahein.  
— Venkatesh Prasad (@venkateshprasad)  Notably, Venkatesh Prasad had been one of KL Rahul's fiercest critics.   the long rope to KL Rahul and his vice-captaincy position in Test cricket during the Border-Gavaskar Trophy. even after having struggled for consistency in the longest format of the game. Prasad even got into a war of words on Twitter with Aakash Chopra, who questioned Prasad's relentless criticism of Rahul during the Test series against Australia where Rahul struggled for form before he was dropped earlier this year.  However,   when the wicketkeeper-batter scored an solid half-century in India's first win over Australia in an ODI before the IPL 2023 season in Mumbai.  ""I've got nothing against anybody but it's just that whatever I feel I say it. Few people take it; few don't. It's up to them. It's not that I've only spoken about KL Rahul,"" Prasad had said.  Rahul has been grappling with an injury that he sustained during the IPL 2023. The injury was to his right thigh, which necessitated surgery and a period of rehabilitation. This unfortunate incident led to Rahul being sidelined from the game, a significant setback considering his impressive form in the IPL. Rahul's injury also meant that he had to miss out on India's World Test Championship final, a decision he announced on May 5, 2023. Despite this setback, Rahul remained determined to recover and return to the field. His commitment to his recovery was evident when he shared photographs of himself walking on crutches just days after his surgery. The road to recovery was not without its challenges. As Rahul was preparing for his return to the Asia Cup squad, he encountered another setback. Ajit Agarkar, the chairman of selectors, revealed on August 21, 2023, that Rahul had developed a fresh niggle. This new development raised concerns about his participation in the initial stages of the Asia Cup. 
 "
Video of 3 teens driving police escort vehicle on Kanpur road goes viral,,"Prime Minister Narendra Modi has reached South Africa to attend the 15th BRICS summit. With the Karnataka government announcing to release Cauvery water to Tamil Nadu, farmers in Karnataka’s Mandya held protests, opposing the government’s move. They said releasing the water for Tamil Nadu will create water shortage for them and destroy their crops.a  A pet dog saved the life of his owner, who was attacked by wild bears when she went into the woods to collect firewood near the Bela village. The dog charged at the bears, creating a commotion and diverting the bears' attention away from the woman. Startled by the sudden aggression of the dog, the two bears hastily retreated into the depths of the forest. The pet dog had followed its owner, Mahetreen Bai up the hill and the moment he saw the bears attacking her, it charged at the bears, creating a commotion and diverting the bears' attention away from the woman. Startled by the sudden aggression of the dog, the two bears hastily retreated into the depths of the forest. Mahetreen Bai sustained injuries and was rescued by locals later. A police complaint was filed against actor Prakash Raj for his tweet on the Chandrayaan-3 mission. Leaders of Hindu organisations filed a complaint against the 58-year-old actor in Karnataka's Bagalkote district and demanded action against him. On August 20, the actor had shared a cartoon of a man wearing a vest and a lungi and pouring tea and had captioned it ""First picture coming from the Moon by #VikramLander (sic)"". Several users accused him of 'mocking' India's ambitious Moon mission."
"Action directors of 'Inception', 'Avengers' team up for Shah Rukh's 'Jawan'",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/shah-rukh-khans-jawan-clips-leaked-online-133235-16x9_1.jpg?VersionId=ABICtkvJxbTXvGAOAOQXWJm_cLb45Awo&size=690:388,"Listen to Story Shah Rukh Khan's much-awaited film 'Jawan' is all set to release, and an exciting revelation about the movie has recently come to light.   with not one, but six internationally renowned action directors. 'Jawan' is one of the most anticipated films of 2023. Fans are excited to see the Atlee and Shah Rukh Khan collaboration. The film also boasts a group of very famous action directors. Among this dynamic team, the notable name of Spiro Razatos shines through. Known for his exceptional contributions to Hollywood blockbusters like 'The Fast and the Furious,' 'Captain America,' and 'Teenage Mutant Ninja Turtles,' Razatos has already worked with Khan in the 2011 film 'Ra One,' where the actor displayed his gravity-defying stunts. Another influential figure from the action directors' collective is Yannick Ben, who has crafted thrilling action sequences for acclaimed movies such as 'Transporter 3,' 'Dunkirk,' and 'Inception.' Ben has also left his mark on popular Telugu and Hindi releases like 'Raees' and 'Tiger Zinda Hai.' Adding to the team's stature is Craig Macrae, celebrated for his creative vision in movies like 'Mad Max: Fury Road' and 'Avengers: Age of Ultron.' His inclusion further elevates the excitement around 'Jawan.' Kecha Khamphakdee, a recipient of the National Film Award, is also part of this illustrious lineup. Known for his impactful contributions to 'Baahubali 2: The Conclusion,' Khamphakdee's involvement promises some incredible action sequences. Sunil Rodrigues and Anal Arasu, the final two members of this extraordinary team, have already left their mark on mesmerizing action sequences in hits like 'Shershaah,' 'Sooryavanshi,' 'Sultan,' and 'Kick.' Watch 'Jawan' prevue here; Directed by Atlee, ""Jawan"" is set to hit theaters on September 7. The movie will be released in Hindi, Tamil, and Telugu.  . The film features SRK in a double role - an intelligence officer and a thief. The film also features Nayanthara and Vijay Sethupathi in key roles, among others. The Atlee-directorial is being produced by Shah Rukh Khan’s banner, Red Chillies Entertainment, and was slated to release on June 2, 2023. The film will now release on September 7."
