Unnamed: 0,title,url,image,description
20.0,'iPhone 15 Ultra' Could Still Replace 'Pro Max' Model This Year,https://www.macrumors.com/2023/08/21/iphone-15-ultra-could-replace-pro-max/,https://images.macrumors.com/t/MDsOXjytTKNtOwyqV-133JzM-xE=/2500x/article-new/2022/12/iPhone-15-Ultra-Rumors-Thumb.jpg,"Apple's upcoming high-end 6.7-inch iPhone 15 model may be called the ""‌iPhone 15‌ Ultra"" after all, replacing the ""Pro Max"" title, a new rumor claims.





In a September 2022 edition of his weekly ""Power On"" newsletter, Bloomberg's Mark Gurman said there was…"
21.0,Deals: Apple's 13.6-Inch MacBook Air Returns to Record Low Price of $949 ($150 Off),https://www.macrumors.com/2023/08/21/deals-13-6-inch-macbook-air-returns/,https://images.macrumors.com/t/4lRYMNMsy7b1Ydm3-yALUQfezbg=/2500x/article-new/2022/09/m2-macbook-air-pink.jpg,"B&H Photo today has discounts on a few of Apple's Mac computers, this time focusing on the 13.6-inch M2 MacBook Air. As of writing, these all-time low prices are only available from B&H Photo.



Note: MacRumors is an affiliate partner with B&H Photo. When yo…"
22.0,Adobe Co-founder and Ex-CEO John Warnock Has Died,https://tech.slashdot.org/story/23/08/21/0343250/adobe-co-founder-and-ex-ceo-john-warnock-has-died,https://a.fsdn.com/sd/topics/gui_64.png,"Slashdot reader Dave Knott writes:

John Warnock, co-founder and ex-CEO of Adobe, has died at the age of 82. Under his tenure, Adobe created Postscript, Acrobat, Photoshop, and many other technologies and software products that have become industry standards …"
23.0,This story of when Steve Jobs 'blew up' over a photographer is a classic example of what his biographer called 'Bad Steve',https://www.businessinsider.com/steve-jobs-imac-photographer-story-2023-8,https://i.insider.com/64dfb53eb698ac0019dcacd3?width=1200&format=jpeg,"Steve Jobs introduced the iMac 25 years ago, but he was apparently very picky about the photographers involved during a Wired press shoot."
24.0,5 Reasons You Should Buy a Smartband Instead of a Smartwatch,https://readwrite.com/reasons-you-should-buy-a-smartband-instead-of-a-smartwatch/,https://readwrite.com/wp-content/uploads/2023/06/Smartband-vs.-Smartwatch.jpg,"Did you know 1 in 5 Americans wear a smartwatch daily? Wearable technology usage has skyrocketed over the last few years, experiencing […]
The post 5 Reasons You Should Buy a Smartband Instead of a Smartwatch appeared first on ReadWrite."
25.0,Sandbox VR’s Deadwood Valley surpasses $23M in a year at physical venues,https://venturebeat.com/metaverse/sandbox-vrs-deadwood-valley-surpasses-23m-in-a-year-at-physical-venues/,https://venturebeat.com/wp-content/uploads/2021/07/sandbox-vr-10.jpg?w=1200&strip=all,Sandbox VR's Deadwood Valley game has generated $23 million in the last year at just 30 locations. The firm thinks it can hit $100 million.
26.0,Made on Earth Games raises $3.25M for mobile 4X strategy game Everbright,https://venturebeat.com/games/made-on-earth-games-raises-3-25m-for-mobile-4x-strategy-game-everbright/,https://venturebeat.com/wp-content/uploads/2023/08/MadeonEarthGames_Promoart-Everbright.jpg?w=1200&strip=all,"Mobile game developer Made on Earth Games has raised $3.25 million in seed funding to launch the 4X strategy game, Everbright."
27.0,Olvídate de resolver más pruebas CAPTCHA con esta extensión de Chrome: así funciona,http://hipertextual.com/2023/08/extension-chrome-resuelve-tests-captcha-por-ti-asi-funciona,https://i0.wp.com/imgs.hipertextual.com/wp-content/uploads/2023/08/Robots-captcha.jpg?fit=2200%2C1238&quality=50&strip=all&ssl=1,"La necesidad de resolver pruebas CAPTCHA se ha extendido a la mayoría de sitios web donde es necesario iniciar sesión. De esta forma, los servidores confirman que somos un ser humano real y no un bot de internet, al menos en teoría. Sin embargo, pueden conver…"
28.0,Bill Gates reconoce que la escuela le resultaba aburrida y que era perezoso en matemáticas,http://hipertextual.com/2023/08/bill-gates-escuela-entrevista,https://i0.wp.com/imgs.hipertextual.com/wp-content/uploads/2021/04/bill-gates-1.jpg?fit=2400%2C1350&quality=50&strip=all&ssl=1,"En una entrevista reciente, Bill Gates recordó sus años de educación secundaria y sorprendió al confesar que no fue, precisamente, un alumno ejemplar. Considerado uno de los grandes impulsores de la informática contemporánea, el fundador de Microsoft reconoci…"
29.0,Woman shares how to tread water after man’s ick video goes viral,https://www.intheknow.com/post/how-to-tread-water/,https://media.zenfs.com/en/in_the_know_500/9328aa04d3bafeadcd5eaa0df128f014,Here's how to prevent giving someone the ick while treading water.
30.0,"""Oye Siri, carga mi Tesla"". La app de Tesla se actualiza a lo grande integrando Atajos de Apple",https://www.xataka.com/movilidad/oye-siri-carga-mi-tesla-app-tesla-se-actualiza-a-grande-integrando-atajos-apple,https://i.blogs.es/075e75/1366_2000-2-/840_560.jpeg,"La aplicación de Tesla para iOS y los Atajos del sistema operativo de Apple por fin se entienden a la perfección de forma nativa. Con la versión 4.24.0, publicada en la tienda de aplicaciones de Apple el pasado día 18, el listado de cambios deja claro el foco…"
31.0,Best prompts to get the most out of an AI chatbot,https://www.foxnews.com/tech/best-prompts-get-most-ai-chatbot,https://static.foxnews.com/foxnews.com/content/uploads/2023/08/1-SIMPLE-EXPLANATION.jpg,"Using AI-powered chatbots is very helpful. Kurt ""CyberGuy"" Knutsson helps explains some prompts to make your answers specific what questions to avoid."
32.0,"“What’s Poetry Like?,” by Bianca Stone",https://www.newyorker.com/magazine/2023/08/28/whats-poetry-like-bianca-stone-poem,"https://media.newyorker.com/photos/5d484bf0773ec90008696e12/16:9/w_1280,c_limit/hp-poetryspots2.jpg","Poetry by Bianca Stone: “Poets play the winter tarantella, / making love in the midnight hours / on a white iron bed like a dog skeleton.”"
33.0,Is Beekeeping Wrong?,https://www.newyorker.com/magazine/2023/08/28/is-beekeeping-wrong,"https://media.newyorker.com/photos/64de67f53b391db87dffd19d/16:9/w_1280,c_limit/230828_r42842.jpg","Parasites and pesticides have brought chaos to bee colonies throughout the world, Sam Knight writes. Natural beekeepers want to transform our relationship to the hive."
34.0,The Apple Watch X could change everything. Here are 6 things I want to see,https://www.digitaltrends.com/mobile/apple-watch-x-what-i-want-to-see/,https://www.digitaltrends.com/wp-content/uploads/2023/08/apple-watch-ultra-watchos-10-widgets.jpg?resize=1200%2C630&p=1,"Rumors suggest the Apple Watch X is coming in 2024 or 2025 — and it should be a huge upgrade. Whenever it gets here, these are a few things I hope to see."
35.0,Leviton’s new outdoor smart plug is the first with Matter support,https://www.digitaltrends.com/home/leviton-outdoor-smart-plug-matter/,https://www.digitaltrends.com/wp-content/uploads/2023/08/Leviton-1.jpg?resize=1200%2C630&p=1,The Leviton Decora Smart Wi-Fi Outdoor Plug-In Switch is the first outdoor smart plug to support Matter. It also boasts a ton of other cool features.
36.0,I thought I’d hate the Galaxy Z Flip 5 — until I changed one thing,https://www.digitaltrends.com/mobile/i-thought-id-hate-samsung-galaxy-z-flip-5-until-i-changed-one-thing/,https://www.digitaltrends.com/wp-content/uploads/2023/08/samsung-galaxy-z-flip-5-cover-screen-apps-7.jpg?resize=1200%2C630&p=1,"I've been using the Galaxy Z Flip 5 for a few weeks now, and I really, really love it. But it didn't start out that way."
37.0,When I have a slower publishing cadence my blog grows faster,https://www.henrikkarlsson.xyz/p/effort-pieces,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fcace8dea-91be-4021-8d1a-553e4a3e0373_1600x1311.jpeg","When I started writing online, the advice I got was to publish frequently and not overthink any single piece. The logic was this: the outcome for blog posts is a heavy-tailed statistical distribution—most pieces will be read by barely anyone, but a small subs…"
38.0,App-spezifische Passwörter: Apple sperrt eigenen Browser aus,https://www.heise.de/news/App-spezifische-Passwoerter-Apple-sperrt-eigenen-Browser-aus-9275731.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/2/8/9/5/6/4/shutterstock_1543755335-ca9e66a9aa59f2e2.jpg,Eine wichtige Sicherheitsfunktion von iCloud respektive Apple-ID lässt sich ausgerechnet mit Apples Standard-Browser Safari aktuell nicht nutzen.
39.0,iPhone: Tesla-App unterstützt Kurzbefehle – und damit Siri,https://www.heise.de/news/iPhone-Tesla-App-unterstuetzt-Kurzbefehle-und-damit-Siri-9268719.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/2/8/9/1/5/6/tesla_iphone-7f1ba46aa458ccb9.png,"Tesla gibt sich oft sehr zurückhaltend, was die Unterstützung nativer iOS-Funktionen betrifft. Nun kommt nach langer Wartezeit endlich Support für Kurzbefehle."
40.0,Meta: Zu viel Homeoffice soll Kündigung nach sich ziehen,https://www.heise.de/news/Meta-Zu-viel-Homeoffice-soll-Kuendigung-nach-sich-ziehen-9275766.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/2/8/9/5/8/2/Homeoffice-e2f1ad5727d34241.jpg,Meta will wieder mehr Mitarbeiter im Büro sehen und schränkt die Homeoffice-Regelungen ein. Nichtbefolgung wird geahndet.
41.0,Arc-Browser auch mobil nutzbar – aber nur auf dem iPhone,https://www.heise.de/news/Arc-Browser-auch-mobil-nutzbar-aber-nur-auf-dem-iPhone-9267873.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/2/8/8/7/1/4/arc_browser_ios-3e96c869aa14d59c.png,"Der Arc-Browser kann nicht nur auf dem Mac genutzt werden, sondern auch unterwegs.  Der ""Mobile Companion"" ist bislang noch nicht sehr bekannt."
42.0,"Montag: Bolsonaro wollte Hacker engagieren, Russlands Mondsonde abgestürzt",https://www.heise.de/news/Montag-Bolsonaro-wollte-Hacker-engagieren-Russlands-Mondsonde-abgestuerzt-9268519.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/2/8/9/0/4/2/Wochentage-source-sans-3fabaeb383a322de.png,Hacker sollte Wahlmaschinen manipulieren + Mondmission gescheitert + Kritik an Musks Plänen + Meta soll Nachrichtensperre aufheben + Regeln für KI gefordert
43.0,"Using Apple Pay benefits national parks, but probably don’t buy an iPhone 14 Pro Max",https://9to5mac.com/2023/08/21/apple-pay-donation/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2020/08/apple-celebrates-national-parks-donations.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,"Apple is holding its annual Apple Pay promotion to benefit national parks this week. 



From now through August 27, the company is donating $10 to the National Parks Foundation for every transaction using Apple Pay on Apple.com, through the Apple Store app, …"
44.0,"Apple announces podcast subscription analytics, Linkfire partnership, and more",https://9to5mac.com/2023/08/21/apple-podcasts-analytics-delegated-delivery-linkfire/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/06/Apple-Podcasts-iOS-16.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,Apple Podcasts is introducing three new updates for podcast producers today including a subscription analytics dashboard. Apple Podcasts has supported...
45.0,Apple Support app update brings accessibility and specialty services details,https://9to5mac.com/2023/08/21/apple-support-app-update-5-1/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/05/IMG_3353.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,"After launching a big overhaul of the Apple Support app in May and expanding it to Vietnam, Apple has released a small but useful update for the app today that brings more details about nearby locations.



 more…"
46.0,Do’s and don’ts for cleaning your dirty Apple Watch band,https://9to5mac.com/2023/08/21/how-to-clean-apple-watch-bands/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/08/how-to-clean-apple-watch-bands.webp?resize=1200%2C628&quality=82&strip=all&ssl=1,"A recent study has found our Apple Watch bands are home to dangerous bacteria, highlighting the importance of regularly cleaning them. But what’s safe or best to use? Here’s how to clean Apple Watch bands with step-by-step do’s and don’ts.



 more…"
47.0,"Samsung opens pre-orders for ViewFinity S9 5K, the Apple Studio display competitor",https://9to5mac.com/2023/08/21/samsung-opens-pre-orders-viewfinity-s9-5k-monitor/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/01/samsung-viewfinity-5k-monitor.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,"After teasing its Apple Studio Display competitor in January and releasing the full specs and price details in July, Samsung has opened pre-orders for the ViewFinity S9 5K monitor. Here’s what makes it an interesting Apple Studio Display alternative.



 more…"
48.0,"iPhone 15 rumors: ‘Ultra’ name potential, braided USB-C cables",https://9to5mac.com/2023/08/21/iphone-15-braided-usb-c-cable/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/04/iPhone-15-Pro-Action-button.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,"We’re three weeks out from when we expect Apple to officially announce the iPhone 15 line, and that’s plenty of time for a new round of rumors to come to life.



 more…"
49.0,"Deals: Apple MagSafe Battery Pack $84, iPhone 13/Pro/Max from $530, more",https://9to5mac.com/2023/08/21/deals-apple-magsafe-battery-pack-84-iphone-13-pro-max-from-530-more/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/05/magsafe-battery-pack.png?resize=1200%2C628&quality=82&strip=all&ssl=1,"All of Monday’s best deals are now live and headlined by the best price of the year on Apple’s official MagSafe Battery Pack at $84. Joined by new all-time lows on Apple’s iPhone 13/Pro/Max smartphones, pricing starts from $530 to help you score a new handset…"
50.0,iPhone 15 Pro Max to face 3-4 week delay compared to other models – analyst,https://9to5mac.com/2023/08/21/iphone-15-pro-max-release-date/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/07/iPhone-15-Pro-red-concept.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,"Apple is expected to announced the iPhone 15 line in three weeks and begin shipping hardware in four weeks. The highest end iPhone with the most advanced camera system may face delays into October, however, due to image sensor readiness.



 more…"
51.0,T-Mobile wants to pay for half of your new iPhone every year with ‘Go5G Next’,https://9to5mac.com/2023/08/21/t-mobile-pay-for-half-your-new-iphone-every-year/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/08/t-mobile-go5g-next.png?resize=1200%2C628&quality=82&strip=all&ssl=1,"T-Mobile announced its latest wireless plan back in April called Go5G Plus with 24-month installment terms, a 30-day money-back guarantee, pricing below Verizon/AT&T, and more. Now the Uncarrier is back with Go5G Next which includes a new phone every year wit…"
52.0,Samsung wants you to pretend that two iPhones are a Galaxy Z Fold 5,https://www.androidpolice.com/samsung-try-galaxy-app-update-two-iphones-galaxy-z-fold-5/,https://static1.anpoimages.com/wordpress/wp-content/uploads/2023/08/iphone-galaxy-z-fold-demo-1.jpg,Two iPhones working together can give you a taste of One UI 5
53.0,"A Elon Musk le corrigen sus usuarios: si insiste en suprimir los bloqueos, Twitter (o X) se verá fuera de las tiendas de apps",https://www.genbeta.com/actualidad/a-elon-musk-le-corrigen-sus-usuarios-insiste-suprimir-bloqueos-twitter-x-se-vera-fuera-tiendas-apps,https://i.blogs.es/9c60eb/musk_block/840_560.jpeg,"El viernes nos hacíamos eco de la última polémica de Elon Musk en su faceta de propietario de Twitter (ahora X): su pretensión de suprimir la función de bloquear a otros usuarios en la plataforma, algo que no fue acogido precisamente con los brazos abiertos p…"
54.0,"Using Human-Sized Microphones and Hay Bales, They Unlocked the Mysteries of Bird Migration",https://www.scientificamerican.com/podcast/episode/using-human-sized-microphones-and-hay-bales-they-unlocked-the-mysteries-of-bird-migration/,https://static.scientificamerican.com/sciam/cache/file/88017C56-26E0-448E-8B747E35A7155BC9.gif,"For thousands of years, no one&nbsp; truly&nbsp; knew how birds migrated&mdash;that is until a few unlikely pioneers sat, with hundreds of pounds of kludged together recording gear, in an empty field waiting to hear sounds that no one had ever captured"
55.0,Podcast host blames 'embarrassment' for why she didn't admit to Ozempic use earlier: 'My decision to not share was rooted in a little bit of shame',https://www.intheknow.com/post/claudia-oshry-ozempic/,https://media.zenfs.com/en/in_the_know_500/ad90eab62704610cdbc45beb51616a5e,"""You thought they were going to make a weight loss drug and I wasn't going to take it?"""
56.0,Apple Support app update includes info about Apple Store locations,https://appleinsider.com/articles/23/08/21/apple-support-app-update-includes-info-about-apple-store-locations,https://photos5.appleinsider.com/gallery/55957-113595-AppleSupport-xl.jpg,"The Apple Support app continues to add new features to help customers, with the latest update geared towards physical retail stores.Apple Support appThe official Support app from Apple has been updated four different times throughout 2023. The last update, wh…"
57.0,Are you the world's biggest Apple fan? Here's how to find out,https://appleinsider.com/articles/23/08/21/are-you-the-worlds-biggest-apple-fan-heres-how-to-find-out,https://photos5.appleinsider.com/gallery/55947-113583-50481-99370-Watch-Face-head-On-xl-xl.jpg,"A competition is trying to find the biggest Apple fan in the world, with the winner crowned the ultimate Apple superfan and winning an Apple Watch.Apple Watch Series 8, the prize in the competitionLaunched by price comparison site SellCell.com, the Battle of …"
58.0,Apple Podcasts rolls out new data analytics dashboard for content creators,https://appleinsider.com/articles/23/08/21/apple-podcasts-rolls-out-new-data-analytics-dashboard-for-content-creators,https://photos5.appleinsider.com/gallery/55953-113593-header-xl.jpg,"Podcast creators can now take advantage of a new subscription dashboard in Apple Podcasts Connect to view subscription rates, proceeds, and more.Image Credit: AppleOn Monday, Apple launched a new subscription analytics dashboard in Apple Podcast Connect that …"
59.0,Apple is unsurprisingly already working on A19 and M5 chips,https://appleinsider.com/articles/23/08/21/apple-is-unsurprisingly-already-working-on-a19-and-m5-chips,https://photos5.appleinsider.com/gallery/55949-113587-New-Chips-codes-xl.jpg,"Apple's chip design and production process has to work far in advance, and some sleuthing indicates it has reached the A19 and M5 chip generations.Designing major products like the iPhone takes Apple a considerable amount of time, with years of effort going i…"
